Building;z;Floor label prefix;Floorplan label
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;32
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;32.01
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;33
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;33.01
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;33.02
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;33.03
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;33.04
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;34
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;34.01
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;35
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;35.01
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;36
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;36.01
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;37
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;37.01
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;37.02
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;38
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;38.01
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;39
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;39.01
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;C101
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;S101
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;S102
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.0;901;S103
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.5;901;25
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.5;901;26
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.5;901;29
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.5;901;S1M01
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.5;901;S1M02
"ACADEMIC HUB - MAIN BUILDING (BUILDING 901) (id: 1711)";2.5;901;Void
"COMPUTER LABORATORY - QAD7 (BUILDING 899) (id: 1712)";1.0;899;SEFS
"NURSERY FACILITY (BUILDING 902) (id: 1713)";1.0;902;CG02
"NURSERY FACILITY (BUILDING 902) (id: 1713)";1.0;902;CG03
"NURSERY FACILITY (BUILDING 902) (id: 1713)";1.0;902;NUR01
"NURSERY FACILITY (BUILDING 902) (id: 1713)";1.0;902;NUR02
"NURSERY FACILITY (BUILDING 902) (id: 1713)";1.0;902;NUR03
"NURSERY FACILITY (BUILDING 902) (id: 1713)";1.0;902;NUR07
"NURSERY FACILITY (BUILDING 902) (id: 1713)";1.0;902;NUR08
"NURSERY FACILITY (BUILDING 902) (id: 1713)";1.0;902;NUR09
"NURSERY FACILITY (BUILDING 902) (id: 1713)";1.0;902;NUR10
"NURSERY FACILITY (BUILDING 902) (id: 1713)";1.0;902;NUR10A
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;002
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;003
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;004
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;005
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;006
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;007
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;008
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;014
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;015
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;016
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;017
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;018
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;019
"ENGINEERING FACILITY (BUILDING 903) (id: 1714)";1.0;903;020
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;CG01
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;CG02
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;CG03
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL1
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL11
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL12
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL13
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL14
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL2
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL3
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL31
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL32
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL33
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL34
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL35
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL36
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL37
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL371
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL38
"PLANT SCIENCE LABS 1, 2, 3 (BUILDING 905) (id: 1715)";1.0;905;PSL39
"PLANT SCIENCE LABS 4, 5, 6 (BUILDING 906) (id: 1716)";1.0;906;CG01
"PLANT SCIENCE LABS 4, 5, 6 (BUILDING 906) (id: 1716)";1.0;906;CG02
"PLANT SCIENCE LABS 4, 5, 6 (BUILDING 906) (id: 1716)";1.0;906;Lab-Prep
"PLANT SCIENCE LABS 4, 5, 6 (BUILDING 906) (id: 1716)";1.0;906;Off-Acad
"PLANT SCIENCE LABS 4, 5, 6 (BUILDING 906) (id: 1716)";1.0;906;Off-Acad
"PLANT SCIENCE LABS 4, 5, 6 (BUILDING 906) (id: 1716)";1.0;906;PSL 7.1
"PLANT SCIENCE LABS 4, 5, 6 (BUILDING 906) (id: 1716)";1.0;906;PSL 7.3
"PLANT SCIENCE LABS 4, 5, 6 (BUILDING 906) (id: 1716)";1.0;906;PSL 7.5
"PLANT SCIENCE LABS 4, 5, 6 (BUILDING 906) (id: 1716)";1.0;906;SEFS
"PLANT SCIENCE LABS 4, 5, 6 (BUILDING 906) (id: 1716)";1.0;906;Seminar 31-69
"LANDSCAPE FACILITY (BUILDING 907) (id: 1717)";1.0;907;G01
"LANDSCAPE FACILITY (BUILDING 907) (id: 1717)";1.0;907;G02
"LANDSCAPE FACILITY (BUILDING 907) (id: 1717)";1.0;907;SG01
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;CG02
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;CG03
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SAB01
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SAB02
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SAB03
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SAB04
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SAB05
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SAB21
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SAB31
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SAB41
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SAB43
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SAB44
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SAB51
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SAB52
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SAB56
"STUDENT HUB (BUILDING 908) (id: 1718)";1.0;908;SG01
"STUDENT HUB (BUILDING 908) (id: 1718)";2.0;908;SAB60
"STUDENT HUB (BUILDING 908) (id: 1718)";2.0;908;SAB61
"STUDENT HUB (BUILDING 908) (id: 1718)";2.0;908;SAB62
"STUDENT HUB (BUILDING 908) (id: 1718)";2.0;908;SAB63
"STUDENT HUB (BUILDING 908) (id: 1718)";2.0;908;SAB64
"STUDENT HUB (BUILDING 908) (id: 1718)";2.0;908;SAB65
"CENTENARY CENTRE BUILDING (BUILDING 911) (id: 1719)";1.0;911;Seminar < 30
"CENTENARY CENTRE BUILDING (BUILDING 911) (id: 1719)";1.0;911;SG01
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;2.1
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;2.1.01
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;2.1.02
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;2.2
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;2.3
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;CG01
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;CG02
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;CG03
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;G01
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;G02
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;G02A
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;G02B
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;G03
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;G03A
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;G07
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;G07A
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;G08
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;G09
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;G10
"BURNLEY LIBRARY (BUILDING 914) (id: 1721)";1.0;914;VG01
"CENTENARY CENTRE BUILDING (BUILDING 911) (id: 1719)";2.0;911;3.48
"CENTENARY CENTRE BUILDING (BUILDING 911) (id: 1719)";2.0;911;71.21
"CENTENARY CENTRE BUILDING (BUILDING 911) (id: 1719)";2.0;911;9.03
